id,true_label,pred_label,method,method_full,alpha_adaptive,top_tokens,text
422,1,1,Attention,attention,,"[[""Ġthat"", 0.38791111669615325], [""Ġsure"", 0.38791111669615325], [""Ġthat"", 0.03046385543872395], [""Ġit"", 0.03046385543872395], [""Ġis"", 0.019275015490560588], [""Ġokay"", 0.019275015490560588], [""Ġand"", 0.01572365801408411], [""Ġmake"", 0.01572365801408411], [""Ġmistakes"", 0.013732449093705816], [""Ġwhen"", 0.011733860897091847]]",i feel like when i teach kids i make sure that they know that it is okay to experiment and make mistakes
422,1,1,Integrated Gradients,ig,,"[[""Ġsure"", 0.3900376676330122], [""Ġmake"", 0.13946042328348776], [""Ġthat"", 0.08967673278734695], [""Ġfeel"", 0.06787085037664822], [""i"", 0.05588527610533983], [""Ġwhen"", 0.028177130908101485], [""Ġlike"", 0.027670911870205293], [""Ġokay"", 0.020203326056811344], [""Ġthey"", 0.018907585320728712], [""Ġknow"", 0.017999365097758777]]",i feel like when i teach kids i make sure that they know that it is okay to experiment and make mistakes
422,1,1,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġsure"", 0.41824174805463976], [""Ġthat"", 0.27637923227661043], [""Ġmake"", 0.06258143470847545], [""Ġfeel"", 0.03237757956870719], [""i"", 0.026675012294090562], [""Ġit"", 0.02081022047423587], [""Ġthat"", 0.02074561237453338], [""Ġokay"", 0.017471580499141673], [""Ġwhen"", 0.0166124606516004], [""Ġlike"", 0.01339087474447172]]",i feel like when i teach kids i make sure that they know that it is okay to experiment and make mistakes
422,1,1,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.3398100509713832,"[[""Ġsure"", 0.38931504425076485], [""Ġthat"", 0.19101977398481748], [""Ġmake"", 0.09240602208919396], [""Ġfeel"", 0.04714250702905694], [""i"", 0.03920664838908772], [""Ġwhen"", 0.02258954248752408], [""Ġlike"", 0.020602911675534852], [""Ġokay"", 0.0198878767959764], [""Ġit"", 0.01876440690014615], [""Ġthat"", 0.018674097768649284]]",i feel like when i teach kids i make sure that they know that it is okay to experiment and make mistakes
423,1,1,Attention,attention,,"[[""Ġfeel"", 0.4409796148097203], [""Ġdetermined"", 0.4409796148097203], [""Ġi"", 0.018122728017484917], [""Ġbecause"", 0.018122728017484917], [""Ġfor"", 0.016101743867078043], [""Ġharder"", 0.016101743867078043], [""Ġnext"", 0.010009986033196082], [""Ġterm"", 0.010009986033196082], [""Ġlet"", 0.003912532387535487], [""Ġmy"", 0.003912532387535487]]",i feel determined to work harder for next term because i really cant afford to let my gpa drop if i want to go uni
423,1,1,Integrated Gradients,ig,,"[[""Ġdetermined"", 0.37421967215955393], [""Ġfeel"", 0.20307548202018053], [""Ġto"", 0.11504780909501375], [""i"", 0.08910268809079863], [""Ġharder"", 0.02780607081516611], [""Ġwork"", 0.022065691091320477], [""Ġnext"", 0.017788337899498873], [""Ġafford"", 0.016556074861776866], [""Ġlet"", 0.013089488121146025], [""Ġfor"", 0.012962341397082326]]",i feel determined to work harder for next term because i really cant afford to let my gpa drop if i want to go uni
423,1,1,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġdetermined"", 0.4241310281374658], [""Ġfeel"", 0.3509309441348], [""Ġto"", 0.0495570296163318], [""i"", 0.03728279277469422], [""Ġharder"", 0.020501145974160116], [""Ġi"", 0.014574876411284486], [""Ġfor"", 0.01415233425328476], [""Ġbecause"", 0.013077392508683696], [""Ġnext"", 0.012553684414839705], [""Ġterm"", 0.009896548709776383]]",i feel determined to work harder for next term because i really cant afford to let my gpa drop if i want to go uni
423,1,1,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.47725207183511376,"[[""Ġdetermined"", 0.4060809931049392], [""Ġfeel"", 0.3166157222921244], [""Ġto"", 0.061270640118688414], [""i"", 0.0467734487242004], [""Ġharder"", 0.022220156529755525], [""Ġfor"", 0.014460627730212056], [""Ġi"", 0.014456417007669203], [""Ġnext"", 0.01407610335584334], [""Ġwork"", 0.012664430575874788], [""Ġbecause"", 0.01262618956040109]]",i feel determined to work harder for next term because i really cant afford to let my gpa drop if i want to go uni
424,3,3,Attention,attention,,"[[""Ġfeel"", 0.4985385879933129], [""Ġirritated"", 0.4985385879933129], [""i"", 0.0022478461787812966], [""Ġone"", 0.00011717171153730009], [""Ġelse"", 0.00011717171153730009], [""Ġwas"", 0.00010038252703967639], [""hes"", 0.00010038252703967639], [""Ġthe"", 6.257983198403809e-05], [""Ġdishes"", 6.257983198403809e-05], [""Ġbecause"", 5.735484673540083e-05]]",i feel irritated because no one else washes the dishes
424,3,3,Integrated Gradients,ig,,"[[""Ġirritated"", 0.4561012550236171], [""Ġfeel"", 0.14380406248959893], [""Ġbecause"", 0.13511228348746465], [""i"", 0.051609673348790006], [""Ġelse"", 0.041859223540642546], [""hes"", 0.03659596254089501], [""Ġwas"", 0.03624583624019406], [""Ġone"", 0.03402945770727309], [""Ġno"", 0.027493142016349066], [""Ġdishes"", 0.020722776150066805]]",i feel irritated because no one else washes the dishes
424,3,3,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġirritated"", 0.5139336505789133], [""Ġfeel"", 0.36146533415147797], [""Ġbecause"", 0.057944318208569094], [""i"", 0.018492177793537377], [""Ġelse"", 0.012452645749763906], [""hes"", 0.009872960507789942], [""Ġwas"", 0.009702023436048495], [""Ġone"", 0.00863003304886728], [""Ġno"", 0.005402989923398482], [""Ġdishes"", 0.0021007296313600796]]",i feel irritated because no one else washes the dishes
424,3,3,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4842430737328275,"[[""Ġirritated"", 0.47665123958188604], [""Ġfeel"", 0.3155817994786735], [""Ġbecause"", 0.06971286971971023], [""i"", 0.02770655043491639], [""Ġelse"", 0.021645924059001627], [""hes"", 0.018923230697323358], [""Ġwas"", 0.01874265063266854], [""Ġone"", 0.017607668099391273], [""Ġno"", 0.014207552107055673], [""Ġdishes"", 0.01071821918107476]]",i feel irritated because no one else washes the dishes
425,0,0,Attention,attention,,"[[""Ġuseless"", 0.4935811427982796], [""Ġand"", 0.4935811427982796], [""Ġso"", 0.0042741888238654255], [""Ġfeel"", 0.0042741888238654255], [""Ġfragile"", 0.003354319660936131], [""i"", 0.0009350170947738257]]",i feel so useless and fragile
425,0,0,Integrated Gradients,ig,,"[[""Ġuseless"", 0.42757079222624456], [""Ġand"", 0.1858796130175257], [""Ġso"", 0.17265788677866784], [""Ġfragile"", 0.16868177822896882], [""Ġfeel"", 0.029018954001991264], [""i"", 0.016190975746601808]]",i feel so useless and fragile
425,0,0,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġuseless"", 0.47951279397373514], [""Ġand"", 0.37243406795452316], [""Ġso"", 0.0713358198104605], [""Ġfragile"", 0.0690192115806133], [""Ġfeel"", 0.0076981066806678135], [""i"", 0.0]]",i feel so useless and fragile
425,0,0,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.49654273483366484,"[[""Ġuseless"", 0.4603477522266118], [""Ġand"", 0.3386665721273636], [""Ġso"", 0.08904818489478447], [""Ġfragile"", 0.08658962980849845], [""Ġfeel"", 0.01673212062762782], [""i"", 0.008615740315113831]]",i feel so useless and fragile
426,5,5,Attention,attention,,"[[""Ġsurprised"", 0.49641271009499566], [""Ġif"", 0.49641271009499566], [""Ġbe"", 0.0017813368629735584], [""Ġi"", 0.0017813368629735584], [""Ġlevels"", 0.0008221063563397876], [""Ġfeeling"", 0.0008221063563397876], [""Ġmove"", 0.0004341543714476555], [""Ġon"", 0.0004341543714476555], [""Ġend"", 0.00010497705698722454], [""Ġi"", 0.00010497705698722454]]",ill just speak for me and rephrase the question if im not allowing a man to move in his own time and feeling levels but instead my actions are pressuring him to move on my clock why should i be surprised if i end up pushing him away
426,5,5,Integrated Gradients,ig,,"[[""Ġsurprised"", 0.22362598099345488], [""Ġbe"", 0.09134654806224925], [""Ġif"", 0.0873792103317446], [""ill"", 0.08464161818203828], [""Ġfeeling"", 0.07916592890166552], [""Ġjust"", 0.04543636354259181], [""Ġend"", 0.02318504198449576], [""Ġlevels"", 0.01934765711738059], [""Ġactions"", 0.01890817883229343], [""Ġand"", 0.01861450582605105]]",ill just speak for me and rephrase the question if im not allowing a man to move in his own time and feeling levels but instead my actions are pressuring him to move on my clock why should i be surprised if i end up pushing him away
426,5,5,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġsurprised"", 0.40085723144674346], [""Ġif"", 0.33727761779643206], [""Ġbe"", 0.04233492133016751], [""ill"", 0.03815335629603533], [""Ġfeeling"", 0.03607526235892599], [""Ġjust"", 0.019842688467859772], [""Ġend"", 0.009521457934445931], [""Ġlevels"", 0.008161040313126063], [""Ġactions"", 0.007471333311629005], [""Ġand"", 0.00732734859549563]]",ill just speak for me and rephrase the question if im not allowing a man to move in his own time and feeling levels but instead my actions are pressuring him to move on my clock why should i be surprised if i end up pushing him away
426,5,5,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4765193664376477,"[[""Ġsurprised"", 0.35361414031751937], [""Ġif"", 0.28229159449070274], [""Ġbe"", 0.048666990366716296], [""ill"", 0.04432107382798656], [""Ġfeeling"", 0.0418335802180634], [""Ġjust"", 0.023785557728663073], [""Ġend"", 0.01218694406789962], [""Ġlevels"", 0.010519873405820945], [""Ġactions"", 0.009904946703014414], [""Ġand"", 0.009745701460024736]]",ill just speak for me and rephrase the question if im not allowing a man to move in his own time and feeling levels but instead my actions are pressuring him to move on my clock why should i be surprised if i end up pushing him away
427,2,2,Attention,attention,,"[[""Ġparticularly"", 0.49791708543927343], [""Ġnostalgic"", 0.49791708543927343], [""Ġold"", 0.000815714927153246], [""Ġthrough"", 0.000815714927153246], [""Ġbecause"", 0.000665135405336192], [""Ġi"", 0.000665135405336192], [""Ġam"", 0.0003403282250780933], [""Ġfeeling"", 0.0003403282250780933], [""Ġgoing"", 0.00011374426886815598], [""Ġwas"", 0.00011374426886815598]]",i am feeling particularly nostalgic because i was going through old photos on my phone in preparation to upload and clear out space for more
427,2,2,Integrated Gradients,ig,,"[[""Ġnostalgic"", 0.43419488188024646], [""Ġparticularly"", 0.1701014201880658], [""Ġbecause"", 0.1268920420762352], [""i"", 0.042493137454296004], [""Ġold"", 0.03404716039626532], [""Ġthrough"", 0.028788447960992808], [""Ġfeeling"", 0.023723687167296812], [""Ġi"", 0.020802855890647683], [""Ġwas"", 0.019723068182167704], [""Ġgoing"", 0.015216915062694611]]",i am feeling particularly nostalgic because i was going through old photos on my phone in preparation to upload and clear out space for more
427,2,2,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġnostalgic"", 0.48162637643967815], [""Ġparticularly"", 0.36984380573130277], [""Ġbecause"", 0.053175583368070434], [""i"", 0.017062998953483087], [""Ġold"", 0.01396758095727921], [""Ġthrough"", 0.011741731097671468], [""Ġfeeling"", 0.009312716293061974], [""Ġi"", 0.00827132152001743], [""Ġwas"", 0.007483415297419753], [""Ġgoing"", 0.00557610045337649]]",i am feeling particularly nostalgic because i was going through old photos on my phone in preparation to upload and clear out space for more
427,2,2,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.5150265971135924,"[[""Ġnostalgic"", 0.4670135115398318], [""Ġparticularly"", 0.33893520674292377], [""Ġbecause"", 0.06188182786934706], [""i"", 0.020616600883475826], [""Ġold"", 0.01693208211914262], [""Ġthrough"", 0.014381746454607441], [""Ġfeeling"", 0.011680635382200212], [""Ġi"", 0.010431394235473023], [""Ġwas"", 0.009623744815402844], [""Ġgoing"", 0.007438380403124777]]",i am feeling particularly nostalgic because i was going through old photos on my phone in preparation to upload and clear out space for more
428,5,5,Attention,attention,,"[[""Ġimpressed"", 0.4995940097566055], [""Ġthat"", 0.4995940097566055], [""Ġstrongly"", 0.00022288703133432574], [""Ġfeel"", 0.00022288703133432574], [""Ġmust"", 6.744023364172832e-05], [""Ġthere"", 6.744023364172832e-05], [""i"", 6.094230953495158e-05], [""Ġfor"", 3.167257481762277e-05], [""Ġme"", 3.167257481762277e-05], [""Ġbe"", 2.7228410193964164e-05]]",i feel strongly impressed that there must be something for me to do
428,5,5,Integrated Gradients,ig,,"[[""Ġimpressed"", 0.4685446965202408], [""Ġstrongly"", 0.17188990393073728], [""Ġthat"", 0.1585182154016679], [""Ġfeel"", 0.033784826424068985], [""Ġmust"", 0.029330364094391055], [""i"", 0.029160907407858105], [""Ġthere"", 0.024554553674690272], [""Ġsomething"", 0.018489539019784958], [""Ġbe"", 0.0184879267295845], [""Ġdo"", 0.01511335716905244]]",i feel strongly impressed that there must be something for me to do
428,5,5,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġimpressed"", 0.5085703754074168], [""Ġthat"", 0.3676902506014735], [""Ġstrongly"", 0.07404140839599443], [""Ġfeel"", 0.011284638441131619], [""Ġmust"", 0.009167172000962762], [""i"", 0.009086268558642674], [""Ġthere"", 0.0069969807142396005], [""Ġsomething"", 0.004216822664820452], [""Ġbe"", 0.004216090018874064], [""Ġdo"", 0.002682078337122979]]",i feel strongly impressed that there must be something for me to do
428,5,5,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.5279075634919135,"[[""Ġimpressed"", 0.48493586381894727], [""Ġthat"", 0.33857470696565195], [""Ġstrongly"", 0.08126558730744833], [""Ġfeel"", 0.016067224773187158], [""Ġmust"", 0.0138822452584135], [""i"", 0.013798815735102608], [""Ġthere"", 0.01162762128107625], [""Ġsomething"", 0.008743145609444872], [""Ġbe"", 0.00874238445943578], [""Ġdo"", 0.007148780742323208]]",i feel strongly impressed that there must be something for me to do
429,1,1,Attention,attention,,"[[""Ġacceptable"", 0.8141086311024287], [""Ġfeel"", 0.05980034273120234], [""Ġthis"", 0.05980034273120234], [""Ġpoint"", 0.016934389926205655], [""Ġis"", 0.016934389926205655], [""Ġno"", 0.011553415901507262], [""Ġlonger"", 0.011553415901507262], [""i"", 0.00931507177974082]]",i feel this point is no longer acceptable
429,1,1,Integrated Gradients,ig,,"[[""Ġacceptable"", 0.4983340813327617], [""Ġlonger"", 0.22489303191973822], [""Ġfeel"", 0.0934961194100901], [""i"", 0.07124381274123615], [""Ġno"", 0.03173955062532303], [""Ġpoint"", 0.03129419819264169], [""Ġthis"", 0.027921874821729416], [""Ġis"", 0.021077330956479685]]",i feel this point is no longer acceptable
429,1,1,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġacceptable"", 0.7513789279979498], [""Ġlonger"", 0.09951237961982003], [""Ġfeel"", 0.06757287180442165], [""Ġthis"", 0.03602333348333611], [""i"", 0.024136447921554033], [""Ġpoint"", 0.009855310669204698], [""Ġno"", 0.0065810283217085565], [""Ġis"", 0.004939700182005113]]",i feel this point is no longer acceptable
429,1,1,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.390473006321681,"[[""Ġacceptable"", 0.6216355191011989], [""Ġlonger"", 0.1415896706855865], [""Ġfeel"", 0.08033882818994081], [""i"", 0.047062311080284434], [""Ġthis"", 0.040369556023270546], [""Ġpoint"", 0.025687080688643484], [""Ġno"", 0.02385740991370021], [""Ġis"", 0.019459624317375142]]",i feel this point is no longer acceptable
430,3,3,Attention,attention,,"[[""Ġselfish"", 0.4723774155379944], [""Ġbeing"", 0.4723774155379944], [""i"", 0.034883399103010596], [""Ġi"", 0.004841180167089097], [""Ġam"", 0.004841180167089097], [""Ġfeel"", 0.00410135089869818], [""Ġlike"", 0.00410135089869818], [""Ġfeelings"", 0.0012483575527169005], [""Ġanxiety"", 0.0002965227170595715], [""Ġin"", 0.0002965227170595715]]",i feel like i am being selfish in my stewing in anxiety and overwhelming feelings
430,3,3,Integrated Gradients,ig,,"[[""Ġselfish"", 0.4312550325432854], [""Ġbeing"", 0.16680412208392598], [""Ġin"", 0.12857890140237663], [""Ġanxiety"", 0.03021919725491564], [""Ġstew"", 0.02869034811270767], [""Ġfeel"", 0.02835656261903154], [""Ġam"", 0.025180894859511454], [""i"", 0.025074520809559898], [""Ġmy"", 0.024836485485830624], [""Ġlike"", 0.02423560171809622]]",i feel like i am being selfish in my stewing in anxiety and overwhelming feelings
430,3,3,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġselfish"", 0.48672918854481867], [""Ġbeing"", 0.35905863070562644], [""Ġin"", 0.05691238328362788], [""i"", 0.027843275386098622], [""Ġfeel"", 0.010937760766545778], [""Ġam"", 0.009849021446351084], [""Ġanxiety"", 0.009551531070053397], [""Ġlike"", 0.008948259667298224], [""Ġstew"", 0.008677510849550029], [""Ġmy"", 0.006828032699830665]]",i feel like i am being selfish in my stewing in anxiety and overwhelming feelings
430,3,3,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4184678559421168,"[[""Ġselfish"", 0.44846342798631184], [""Ġbeing"", 0.29467672302882125], [""Ġin"", 0.07480986816520124], [""i"", 0.029179221078217382], [""Ġfeel"", 0.018206536175001536], [""Ġanxiety"", 0.01769751979700524], [""Ġstew"", 0.016713748546236088], [""Ġam"", 0.0166693780616991], [""Ġlike"", 0.015810064946701913], [""Ġmy"", 0.014480318607507568]]",i feel like i am being selfish in my stewing in anxiety and overwhelming feelings
431,0,0,Attention,attention,,"[[""Ġdoomed"", 0.49954116027060763], [""Ġthat"", 0.49954116027060763], [""Ġfeel"", 0.0002484702618226159], [""Ġsometimes"", 0.0002484702618226159], [""Ġway"", 9.388773421027734e-05], [""Ġthe"", 9.388773421027734e-05], [""Ġis"", 3.784900062519445e-05], [""Ġis"", 3.784900062519445e-05], [""Ġwill"", 3.6130642336906695e-05], [""Ġit"", 3.6130642336906695e-05]]",i sometimes feel doomed that the way my life is is the way it will be for the rest of my life
431,0,0,Integrated Gradients,ig,,"[[""Ġdoomed"", 0.5245315816478046], [""Ġfeel"", 0.16939275985644772], [""Ġthat"", 0.1298603520666718], [""Ġway"", 0.03203964455490524], [""Ġthe"", 0.02385918422513691], [""Ġmy"", 0.02145118526782228], [""Ġsometimes"", 0.0183105987736727], [""Ġlife"", 0.016064953025101403], [""i"", 0.010789948951005235], [""Ġthe"", 0.010714545246341441]]",i sometimes feel doomed that the way my life is is the way it will be for the rest of my life
431,0,0,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġdoomed"", 0.5188472087212026], [""Ġthat"", 0.3533106929557741], [""Ġfeel"", 0.07031397442742847], [""Ġway"", 0.012611359550330752], [""Ġthe"", 0.009180238153961568], [""Ġmy"", 0.008122147222004413], [""Ġsometimes"", 0.006945751295236446], [""Ġlife"", 0.0058630058107855], [""i"", 0.003642484945644483], [""Ġthe"", 0.003619935697601265]]",i sometimes feel doomed that the way my life is is the way it will be for the rest of my life
431,0,0,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.5026113803049587,"[[""Ġdoomed"", 0.5119711114650091], [""Ġthat"", 0.3156661333503047], [""Ġfeel"", 0.08437891499259154], [""Ġway"", 0.015983343624369196], [""Ġthe"", 0.011914475752475685], [""Ġmy"", 0.010676466553135373], [""Ġsometimes"", 0.00923236743108618], [""Ġlife"", 0.00799741593257151], [""i"", 0.005366960894298366], [""Ġthe"", 0.005337059772424473]]",i sometimes feel doomed that the way my life is is the way it will be for the rest of my life
432,0,0,Attention,attention,,"[[""Ġdefeated"", 0.4938956561629546], [""Ġfrom"", 0.4938956561629546], [""Ġbest"", 0.004244817299169934], [""Ġis"", 0.004244817299169934], [""Ġfeel"", 0.001497097808642982], [""Ġmyself"", 0.001497097808642982], [""Ġi"", 0.00014824258662886347], [""Ġwas"", 0.00014824258662886347], [""Ġgiven"", 7.432098142703999e-05], [""i"", 6.875495090439896e-05]]",i know it is best to expect only the unexpected i was letting myself feel defeated from the response i was given
432,0,0,Integrated Gradients,ig,,"[[""Ġdefeated"", 0.3080715723865904], [""Ġfeel"", 0.1498222072795336], [""Ġbest"", 0.1270847433778378], [""Ġfrom"", 0.10064386426005162], [""i"", 0.03717985805262127], [""Ġis"", 0.03550557607311926], [""Ġto"", 0.032041652750740356], [""Ġknow"", 0.03015317586018762], [""Ġmyself"", 0.022901039235215238], [""Ġletting"", 0.01780753906055819]]",i know it is best to expect only the unexpected i was letting myself feel defeated from the response i was given
432,0,0,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġdefeated"", 0.43738016321429835], [""Ġfrom"", 0.34034014585212274], [""Ġfeel"", 0.06790576238967076], [""Ġbest"", 0.05891723556735661], [""Ġis"", 0.016074145482968455], [""i"", 0.014351762081368864], [""Ġto"", 0.011907950875301642], [""Ġknow"", 0.011050579543362742], [""Ġmyself"", 0.008528775284675244], [""Ġletting"", 0.005249146437986949]]",i know it is best to expect only the unexpected i was letting myself feel defeated from the response i was given
432,0,0,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.5024756977350839,"[[""Ġdefeated"", 0.40144365853810177], [""Ġfrom"", 0.2982433327820349], [""Ġfeel"", 0.07529244440651515], [""Ġbest"", 0.06536066581173304], [""Ġis"", 0.019797804496450928], [""i"", 0.01853243062786745], [""Ġto"", 0.01594252820710283], [""Ġknow"", 0.015024828232948987], [""Ġmyself"", 0.012146078832617478], [""Ġletting"", 0.008860945278921539]]",i know it is best to expect only the unexpected i was letting myself feel defeated from the response i was given
433,1,1,Attention,attention,,"[[""Ġself"", 0.4869921853014997], [""Ġoptimistic"", 0.4869921853014997], [""Ġclamp"", 0.004107093670607656], [""Ġdown"", 0.004107093670607656], [""Ġto"", 0.002187108759042943], [""Ġwanting"", 0.002187108759042943], [""Ġthe"", 0.001487768772654047], [""Ġbeach"", 0.001487768772654047], [""Ġproblem"", 0.0014270753587533888], [""Ġand"", 0.0014270753587533888]]",i was in the thick of it i could feel my optimistic self wanting to clamp down over the problem and take me off to the beach for a walk itll make you happy it said
433,1,1,Integrated Gradients,ig,,"[[""Ġoptimistic"", 0.3049915215840694], [""Ġself"", 0.14154414555617725], [""Ġmy"", 0.13844800268239157], [""Ġfeel"", 0.07606912360642894], [""Ġclamp"", 0.062505566108751], [""i"", 0.04717437720435969], [""Ġwanting"", 0.04174427518203296], [""Ġcould"", 0.020438518053674967], [""Ġto"", 0.019600661147593214], [""Ġdown"", 0.01860145192436429]]",i was in the thick of it i could feel my optimistic self wanting to clamp down over the problem and take me off to the beach for a walk itll make you happy it said
433,1,1,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġoptimistic"", 0.41833983819346615], [""Ġself"", 0.35060627649031695], [""Ġmy"", 0.0570144457247496], [""Ġfeel"", 0.031164268392175076], [""Ġclamp"", 0.02797042932951735], [""i"", 0.019213214805961235], [""Ġwanting"", 0.018214236991305352], [""Ġdown"", 0.009776304104632766], [""Ġto"", 0.009037792046257744], [""Ġcould"", 0.008093851617030237]]",i was in the thick of it i could feel my optimistic self wanting to clamp down over the problem and take me off to the beach for a walk itll make you happy it said
433,1,1,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4355386347165999,"[[""Ġoptimistic"", 0.384259842177074], [""Ġself"", 0.2920001131523807], [""Ġmy"", 0.07817652371871994], [""Ġfeel"", 0.04296605647065395], [""Ġclamp"", 0.03707077515350706], [""i"", 0.026672848448970013], [""Ġwanting"", 0.02451560092490656], [""Ġdown"", 0.012288598919429846], [""Ġto"", 0.01201638631471804], [""Ġcould"", 0.011552566286377346]]",i was in the thick of it i could feel my optimistic self wanting to clamp down over the problem and take me off to the beach for a walk itll make you happy it said
434,0,0,Attention,attention,,"[[""Ġdrained"", 0.7380573342583329], [""Ġand"", 0.10562603387756027], [""Ġemotionally"", 0.10562603387756027], [""Ġvery"", 0.0233997277485582], [""Ġmentally"", 0.0233997277485582], [""Ġam"", 0.0019220769843255122], [""Ġfeeling"", 0.0019220769843255122], [""i"", 4.698852077913364e-05]]",i am feeling very mentally and emotionally drained
434,0,0,Integrated Gradients,ig,,"[[""Ġdrained"", 0.43937262807331356], [""Ġemotionally"", 0.19654009634485742], [""Ġand"", 0.12066903872831654], [""Ġmentally"", 0.0993589609803628], [""Ġvery"", 0.05231762046187682], [""Ġfeeling"", 0.04599373069528964], [""i"", 0.027311866845488485], [""Ġam"", 0.018436057870494744]]",i am feeling very mentally and emotionally drained
434,0,0,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġdrained"", 0.6404769467567082], [""Ġemotionally"", 0.14693799535026011], [""Ġand"", 0.11133915389395582], [""Ġmentally"", 0.05198608937361042], [""Ġvery"", 0.029914204841918875], [""Ġfeeling"", 0.014055587537684], [""i"", 0.004164546092057635], [""Ġam"", 0.0011254761538049428]]",i am feeling very mentally and emotionally drained
434,0,0,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.5053491436135356,"[[""Ġdrained"", 0.5903126885543736], [""Ġemotionally"", 0.15059675273458134], [""Ġand"", 0.11306706910961259], [""Ġmentally"", 0.06097302751712953], [""Ġvery"", 0.037703988144093155], [""Ġfeeling"", 0.02372215823482162], [""i"", 0.013533583933369368], [""Ġam"", 0.01009073177201883]]",i am feeling very mentally and emotionally drained
435,0,0,Attention,attention,,"[[""Ġlong"", 0.495872089488197], [""Ġmessy"", 0.495872089488197], [""Ġone"", 0.002948512107801535], [""Ġjust"", 0.002948512107801535], [""Ġis"", 0.0008256864009507816], [""Ġfeel"", 0.0008256864009507816], [""i"", 0.0001338668155982003], [""Ġwith"", 0.0001160467635775185], [""Ġsticking"", 0.0001160467635775185], [""Ġi"", 6.605600912465277e-05]]",i truly thank you for sticking with me through what i feel is just one long messy ramble
435,0,0,Integrated Gradients,ig,,"[[""Ġmessy"", 0.32287360328546827], [""Ġlong"", 0.16447503069983538], [""Ġone"", 0.08511247324119484], [""Ġram"", 0.0800946736853079], [""Ġfeel"", 0.06955987629276444], [""Ġthank"", 0.03143192959629676], [""i"", 0.029536330133592578], [""Ġyou"", 0.028767265619754522], [""ble"", 0.02819729472868061], [""Ġi"", 0.02539646975015213]]",i truly thank you for sticking with me through what i feel is just one long messy ramble
435,0,0,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġmessy"", 0.4413105403689198], [""Ġlong"", 0.3694187145702178], [""Ġone"", 0.03755467370473674], [""Ġram"", 0.03351721374382651], [""Ġfeel"", 0.02922178649901038], [""Ġthank"", 0.011435914442924234], [""i"", 0.010641216723406675], [""Ġyou"", 0.010224793475258506], [""ble"", 0.009962725427070808], [""Ġi"", 0.008721573408250381]]",i truly thank you for sticking with me through what i feel is just one long messy ramble
435,0,0,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.44975379392364656,"[[""Ġmessy"", 0.40068032879819315], [""Ġlong"", 0.31352211518503875], [""Ġone"", 0.04815891999765616], [""Ġram"", 0.044078981711922864], [""Ġfeel"", 0.038646413616652886], [""Ġthank"", 0.017306310298082377], [""i"", 0.016312460705623758], [""Ġyou"", 0.015838800963118016], [""ble"", 0.015522645835731918], [""Ġi"", 0.014004020068469352]]",i truly thank you for sticking with me through what i feel is just one long messy ramble
